



央视更新2025.7.7,#genre#
朔州新闻综合,http://123.207.224.130:123/shanxi/shanxi.php?id=sz1
晋中综合,http://123.207.224.130:123/shanxi/shanxi.php?id=jz1
运城新闻综合,http://123.207.224.130:123/shanxi/shanxi.php?id=yc1
忻州综合,http://123.207.224.130:123/shanxi/shanxi.php?id=xz1
临汾新闻综合,http://123.207.224.130:123/shanxi/shanxi.php?id=lf1
吕梁新闻综合,http://123.207.224.130:123/shanxi/shanxi.php?id=ll1
代县综合,http://123.207.224.130:123/shanxi/difang.php?id=dxzh
汾阳综合,http://123.207.224.130:123/shanxi/difang.php?id=fyzh
太原新闻综合,http://123.207.224.130:123/shanxi/taiyuan.php?id=tyxwzh
太原经济生活,http://123.207.224.130:123/shanxi/taiyuan.php?id=tyjjsh
太原社教法制,http://123.207.224.130:123/shanxi/taiyuan.php?id=tysjfz
太原影视,http://123.207.224.130:123/shanxi/taiyuan.php?id=tyys
太原文体,http://123.207.224.130:123/shanxi/taiyuan.php?id=tywt
太原佰乐购,http://123.207.224.130:123/shanxi/taiyuan.php?id=tyblg
太原城市,http://123.207.224.130:123/shanxi/taiyuan.php?id=tycssh
太原教育,http://123.207.224.130:123/shanxi/taiyuan.php?id=tyjy
山西优购物,http://123.207.224.130:123/shanxi/yougouwu.php

陕西,#genre#
陕西卫视,http://123.207.224.130:123/shanxi2/shanxi.php?id=sxws
农林卫视,http://123.207.224.130:123/shanxi2/shanxi.php?id=nlws
陕西新闻资讯,http://123.207.224.130:123/shanxi2/shanxi.php?id=sxxwzx
陕西都市青春,http://123.207.224.130:123/shanxi2/shanxi.php?id=sxdsqc
陕西银龄,http://123.207.224.130:123/shanxi2/shanxi.php?id=sxyl
陕西秦腔,http://123.207.224.130:123/shanxi2/shanxi.php?id=sxqq
陕西乐家购物,http://123.207.224.130:123/shanxi2/shanxi.php?id=ljgw
陕西体育休闲,http://123.207.224.130:123/shanxi2/shanxi.php?id=sxtyxx
陕西移动,http://123.207.224.130:123/shanxi2/shanxi.php?id=sxyd
铜川综合,http://123.207.224.130:123/shanxi2/tongchuan.php
西安新闻综合,http://123.207.224.130:123/shanxi2/xian.php?id=xazh
西安都市,http://123.207.224.130:123/shanxi2/xian.php?id=xads
西安商务资讯,http://123.207.224.130:123/shanxi2/xian.php?id=xasw
西安影视,http://123.207.224.130:123/shanxi2/xian.php?id=xays
西安丝路,http://123.207.224.130:123/shanxi2/xian.php?id=xasl
西安乐购购物,http://123.207.224.130:123/shanxi2/xian.php?id=xagw
西安移动电视,http://123.207.224.130:123/shanxi2/xian.php?id=xayd
咸阳综合,http://123.207.224.130:123/shanxi2/xianyang.php?id=xyzh
咸阳公共,http://123.207.224.130:123/shanxi2/xianyang.php?id=xygg

上海,#genre#
上海新闻综合,http://123.207.224.130:123/shanghai/shanghai.php?id=xwzh
新纪实,http://123.207.224.130:123/shanghai/shanghai.php?id=xjs
魔都眼,http://123.207.224.130:123/shanghai/shanghai.php?id=mdy
乐游,http://123.207.224.130:123/shanghai/shanghai.php?id=ly
第一财经,http://123.207.224.130:123/shanghai/shanghai.php?id=dycj
上海都市,http://123.207.224.130:123/shanghai/shanghai.php?id=ds
五星体育,http://123.207.224.130:123/shanghai/shanghai.php?id=wxty
第一财经,http://123.207.224.130:123/shanghai/caijing.php?id=dycj
第一财经2,http://123.207.224.130:123/shanghai/caijing.php?id=dycj2
第一财经3,http://123.207.224.130:123/shanghai/caijing.php?id=dycjhd
第一财经4,http://123.207.224.130:123/shanghai/caijing.php?id=dycjhd2
东方财经1,http://123.207.224.130:123/shanghai/caijing.php?id=dfcj
东方财经2,http://123.207.224.130:123/shanghai/caijing.php?id=dfcj2
东方财经3,http://123.207.224.130:123/shanghai/caijing.php?id=dfcjhd
看看新闻,http://123.207.224.130:123/shanghai/kankan.php

四川,#genre#
四川卫视,http://123.207.224.130:123/sichuan/sichuan.php?id=scws
四川经济,http://123.207.224.130:123/sichuan/sichuan.php?id=scjj
四川文化旅游,http://123.207.224.130:123/sichuan/sichuan.php?id=scwhly
四川新闻,http://123.207.224.130:123/sichuan/sichuan.php?id=scxw
四川影视文艺,http://123.207.224.130:123/sichuan/sichuan.php?id=scyswy
四川星空购物,http://123.207.224.130:123/sichuan/sichuan.php?id=scxkgw
四川妇女儿童,http://123.207.224.130:123/sichuan/sichuan.php?id=scfnet
四川乡村,http://123.207.224.130:123/sichuan/sichuan.php?id=scxc
康巴卫视,http://123.207.224.130:123/sichuan/sichuan.php?id=kbws
成都新闻综合HD,http://123.207.224.130:123/sichuan/chengdu.php?id=cdxw
成都经济资讯HD,http://123.207.224.130:123/sichuan/chengdu.php?id=cdjj
成都都市生活HD,http://123.207.224.130:123/sichuan/chengdu.php?id=cdsh
成都影视文艺HD,http://123.207.224.130:123/sichuan/chengdu.php?id=cdys
成都公共HD,http://123.207.224.130:123/sichuan/chengdu.php?id=cdgg
成都少儿HD,http://123.207.224.130:123/sichuan/chengdu.php?id=cdse
成都蓉城先锋HD,http://123.207.224.130:123/sichuan/chengdu.php?id=cdrc
成华有线,http://123.207.224.130:123/sichuan/chengdu.php?id=chyx
崇州电视1套,http://123.207.224.130:123/sichuan/chengdu.php?id=cztv
大邑综合,http://123.207.224.130:123/sichuan/chengdu.php?id=dyxwzh
高新电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=gxtv
锦江电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=jjtv
金牛电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=jntv
金堂电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=jttv
简阳新闻综合,http://123.207.224.130:123/sichuan/chengdu.php?id=jyxwzh
郫都新闻综合,http://123.207.224.130:123/sichuan/chengdu.php?id=pdxwzh
蒲江电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=pjtv
彭州电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=pztv
青白江电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=qbjtv
邛崃电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=qltv
青羊电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=qytv
双流综合,http://123.207.224.130:123/sichuan/chengdu.php?id=slzh
武侯电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=whtv
温江电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=wjtv
新都电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=xdzh
新津电视台,http://123.207.224.130:123/sichuan/chengdu.php?id=xjtv
简阳新闻综合HD,http://123.207.224.130:123/sichuan/jianyang.php
郫都新闻综合HD,http://123.207.224.130:123/sichuan/pidu.php
宁南综合,http://123.207.224.130:123/sichuan/ningnan.php
JY新闻综合,http://123.207.224.130:123/sichuan/jy.php
成都简阳新闻综合,http://123.207.224.130:123/sichuan/difang.php?id=cd_jy1
绵阳江油新闻综合,http://123.207.224.130:123/sichuan/difang.php?id=my_jy1
绵阳北川综合,http://123.207.224.130:123/sichuan/difang.php?id=my_bc1
绵阳盐亭综合,http://123.207.224.130:123/sichuan/difang.php?id=my_yt1
绵阳梓潼综合,http://123.207.224.130:123/sichuan/difang.php?id=my_zt1
阿坝新闻综合,http://123.207.224.130:123/sichuan/difang.php?id=ab1
阿坝藏语综合,http://123.207.224.130:123/sichuan/difang.php?id=ab2
阿坝若尔盖综合,http://123.207.224.130:123/sichuan/difang.php?id=ab_reg1
内江东兴新闻,http://123.207.224.130:123/sichuan/difang.php?id=nj_dx1
内江资中综合,http://123.207.224.130:123/sichuan/difang.php?id=nj_zz1
德阳广汉综合,http://123.207.224.130:123/sichuan/difang.php?id=dy_gh1
凉山甘洛综合,http://123.207.224.130:123/sichuan/difang.php?id=ls_gl1
凉山冕宁电视,http://123.207.224.130:123/sichuan/difang.php?id=ls_mn1
广安邻水综合,http://123.207.224.130:123/sichuan/difang.php?id=ga_ls1
广安武胜综合,http://123.207.224.130:123/sichuan/difang.php?id=ga_ws1
眉山丹棱综合,http://123.207.224.130:123/sichuan/difang.php?id=ms_dl1
遂宁蓬溪新闻综合,http://123.207.224.130:123/sichuan/difang.php?id=sn_px1
南充综合,http://123.207.224.130:123/sichuan/difang.php?id=nc1
南充科教生活,http://123.207.224.130:123/sichuan/difang.php?id=nc2

新疆,#genre#
新疆卫视,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjws
新疆维语新闻综合,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjwyzh
新疆哈语新闻综合,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjhyzh
新疆综艺,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjzy
新疆维语影视,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjwyys
新疆经济生活,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjjjsh
新疆哈语综艺,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjhyzy
新疆维语经济生活,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjwyjj
新疆体育健康,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjty
新疆信息服务,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjxxfw
新疆少儿频道,http://123.207.224.130:123/xinjiang/xinjiang.php?id=xjse
乌鲁木齐新闻综合,http://123.207.224.130:123/xinjiang/wulumuqi.php?id=wlmqzh
乌鲁木齐维语综合,http://123.207.224.130:123/xinjiang/wulumuqi.php?id=wlmqwy
云南,#genre#

云南卫视,http://123.207.224.130:123/yunnan/yunnan2.php?id=ynws
耿马综合,http://123.207.224.130:123/yunnan/yunnan2.php?id=gmzh
龙陵综合,http://123.207.224.130:123/yunnan/yunnan2.php?id=llzh
隆阳综合,http://123.207.224.130:123/yunnan/yunnan2.php?id=lyzh
玉溪新闻综合,http://123.207.224.130:123/yunnan/yunnan2.php?id=yxzh
玉溪社会与法,http://123.207.224.130:123/yunnan/yunnan2.php?id=yxsf
美丽云南,http://123.207.224.130:123/yunnan/meili.php?id=mlyn
精品荟萃,http://123.207.224.130:123/yunnan/meili.php?id=jphc
昆明教育电视台,http://123.207.224.130:123/yunnan/kunming.php

浙江,#genre#
浙江卫视,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjws&p=1080
浙江钱江,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjqj&p=1080
浙江生活,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjjjsh&p=1080
浙江教科影视,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjjkys&p=1080
浙江民生休闲,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjmsxx&p=1080
浙江新闻,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjxw&p=1080
浙江少儿,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjse&p=1080
浙江国际,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjgj&p=1080
浙江好易购,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjhyg&p=1080
浙江之江纪录,http://123.207.224.130:123/zhejiang/zhejiang.php?id=zjzjjl&p=1080
东阳新闻综合,http://123.207.224.130:123/zhejiang/dongyang.php?id=1
东阳影视生活,http://123.207.224.130:123/zhejiang/dongyang.php?id=2
萧山综合,http://123.207.224.130:123/zhejiang/hangzhou.php?id=xszh
东阳影视生活,http://123.207.224.130:123/zhejiang/hangzhou.php?id=dyyssh
天台和合频道,http://123.207.224.130:123/zhejiang/hangzhou.php?id=tthh
常山新闻综合,http://123.207.224.130:123/zhejiang/hangzhou.php?id=csxwzh
永康新闻综合,http://123.207.224.130:123/zhejiang/hangzhou.php?id=ykxwzh
永康华溪频道,http://123.207.224.130:123/zhejiang/hangzhou.php?id=ykhxpd
金华新闻综合,http://123.207.224.130:123/zhejiang/jinhua.php
杭州萧山综合,http://123.207.224.130:123/zhejiang/qukan.php?id=hzxs1
温州苍南新闻综合,http://123.207.224.130:123/zhejiang/qukan.php?id=wzcn1
温州电视台,http://123.207.224.130:123/zhejiang/qukan.php?id=wzdt1
金华东阳影视生活,http://123.207.224.130:123/zhejiang/qukan.php?id=jhdy2
金华磐安新闻综合,http://123.207.224.130:123/zhejiang/qukan.php?id=jhpa1
金华磐安文化旅游,http://123.207.224.130:123/zhejiang/qukan.php?id=jhpa2
金华永康新闻综合,http://123.207.224.130:123/zhejiang/qukan.php?id=jhyk1
金华永康华溪频道,http://123.207.224.130:123/zhejiang/qukan.php?id=jhyk2
台州天台和合频道,http://123.207.224.130:123/zhejiang/qukan.php?id=tztt1
台州玉环新闻综合,http://123.207.224.130:123/zhejiang/qukan.php?id=tzyh1
丽水龙泉新闻综合,http://123.207.224.130:123/zhejiang/qukan.php?id=lslq1
丽水松阳新闻综合,http://123.207.224.130:123/zhejiang/qukan.php?id=lssy1
丽水庆元电视台,http://123.207.224.130:123/zhejiang/qukan.php?id=lsqy1
衢州常山新闻综合,http://123.207.224.130:123/zhejiang/qukan.php?id=qzcs1
衢州开化综合,http://123.207.224.130:123/zhejiang/qukan.php?id=qzkh1
舟山普陀新闻综合,http://123.207.224.130:123/zhejiang/qukan.php?id=zspt1
宁波余姚姚江文化,http://123.207.224.130:123/zhejiang/qukan.php?id=nbyy2

甘肃,#genre#
甘肃卫视,http://123.207.224.130:123/gansu/gansu.php?id=gsws
甘肃文化影视,http://123.207.224.130:123/gansu/gansu.php?id=gsys
甘肃公共应急,http://123.207.224.130:123/gansu/gansu.php?id=gsgg
甘肃少儿,http://123.207.224.130:123/gansu/gansu.php?id=gsse
甘肃科教,http://123.207.224.130:123/gansu/gansu.php?id=gskj
甘肃移动电视,http://123.207.224.130:123/gansu/gansu.php?id=gsyd

西藏,#genre#
西藏卫视,http://123.207.224.130:123/xizang/xizang.php?id=xzws
藏语卫视,http://123.207.224.130:123/xizang/xizang.php?id=xzzy
影视文化,http://123.207.224.130:123/xizang/xizang.php?id=xzys
拉萨综合,http://123.207.224.130:123/xizang/lasa.php?id=lshy

辽宁,#genre#
大连新闻综合,http://123.207.224.130:123/liaoning/dalian.php?id=dlzh
大连生活,http://123.207.224.130:123/liaoning/dalian.php?id=dlsh
大连文体,http://123.207.224.130:123/liaoning/dalian.php?id=dlwt
大连乐天购物,http://123.207.224.130:123/liaoning/dalian.php?id=dlgw


黑龙江,#genre#
七台河新闻综合,http://123.207.224.130:123/heilongjiang/qitaihe.php?id=zh
七台河民生科教,http://123.207.224.130:123/heilongjiang/qitaihe.php?id=gg
齐齐哈尔新闻综合,http://123.207.224.130:123/heilongjiang/qiqihaer.php?id=qqhexwzh
齐齐哈尔经济法治,http://123.207.224.130:123/heilongjiang/qiqihaer.php?id=qqhejjfz

湖北,#genre#
十堰新闻频道,http://123.207.224.130:123/hubei/shiyan.php?id=1
十堰经济频道,http://123.207.224.130:123/hubei/shiyan.php?id=3
随州新闻频道,http://123.207.224.130:123/hubei/suizhou.php?id=szzh
随州经济频道,http://123.207.224.130:123/hubei/suizhou.php?id=sznc
安陆综合,http://123.207.224.130:123/hubei/anlu.php?id=altv
云梦综合,http://123.207.224.130:123/hubei/yunmeng.php?id=ymxwzh

江西,#genre#
南昌新闻,http://123.207.224.130:123/jiangxi/nanchang.php?id=ncxw
南昌都市,http://123.207.224.130:123/jiangxi/nanchang.php?id=ncds
南昌资讯,http://123.207.224.130:123/jiangxi/nanchang.php?id=nczx
南昌公共,http://123.207.224.130:123/jiangxi/nanchang.php?id=ncgg
九江新闻综合,http://123.207.224.130:123/jiangxi/jiujiang.php?id=jjxwzh
九江公共频道,http://123.207.224.130:123/jiangxi/jiujiang.php?id=jjgg
九江教育频道,http://123.207.224.130:123/jiangxi/jiujiang.php?id=jjjy
丰城新闻综合,http://123.207.224.130:123/jiangxi/fengcheng.php

广西,#genre#
梧州新闻综合,http://123.207.224.130:123/guangxi/wuzhou.php?id=wzxwzh
梧州公共频道,http://123.207.224.130:123/guangxi/wuzhou.php?id=wzgg
梧州教育生活,http://123.207.224.130:123/guangxi/wuzhou.php?id=wzjy

重庆,#genre#
重庆时尚购物,http://123.207.224.130:123/chongqing/gouwu.php

天津,#genre#
宝坻电视台,http://123.207.224.130:123/tianjin/baodi.php




















湖南,#genre#
湖南电视剧,http://175.155.106.72:89/live1/live1.m3u8
湖南国际,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-4.m3u8


广东电信央卫,#genre#
CCTV1综合,http://183.24.62.163:44443/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2财经,http://183.24.62.163:44443/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3综艺,http://183.24.62.163:44443/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4中文国际,http://183.24.62.163:44443/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5体育,http://183.24.62.163:44443/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6电影,http://183.24.62.163:44443/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7国防军事,http://183.24.62.163:44443/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8电视剧,http://183.24.62.163:44443/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9纪录,http://183.24.62.163:44443/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10科教,http://183.24.62.163:44443/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11戏曲,http://183.24.62.163:44443/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12社会与法,http://183.24.62.163:44443/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13新闻,http://183.24.62.163:44443/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14少儿,http://183.24.62.163:44443/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15音乐,http://183.24.62.163:44443/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTVNEWS,http://183.24.62.163:44443/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://183.24.62.163:44443/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://183.24.62.163:44443/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://183.24.62.163:44443/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://183.24.62.163:44443/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://183.24.62.163:44443/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://183.24.62.163:44443/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://183.24.62.163:44443/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://183.24.62.163:44443/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://183.24.62.163:44443/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://183.24.62.163:44443/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://183.24.62.163:44443/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://183.24.62.163:44443/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://183.24.62.163:44443/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://183.24.62.163:44443/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://183.24.62.163:44443/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://183.24.62.163:44443/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://183.24.62.163:44443/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://183.24.62.163:44443/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://183.24.62.163:44443/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://183.24.62.163:44443/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://183.24.62.163:44443/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://183.24.62.163:44443/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://183.24.62.163:44443/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://183.24.62.163:44443/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://183.24.62.163:44443/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://183.24.62.163:44443/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://183.24.62.163:44443/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://183.24.62.163:44443/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://183.24.62.163:44443/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://183.24.62.163:44443/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://183.24.62.163:44443/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://183.24.62.163:44443/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷动画,http://183.24.62.163:44443/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://183.24.62.163:44443/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
酒店节目,http://183.24.62.163:44443/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0

广东卫视,http://183.24.62.163:44443/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江,http://183.24.62.163:44443/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻,http://183.24.62.163:44443/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
广东公共,http://183.24.62.163:44443/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育,http://183.24.62.163:44443/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0




国家电台,#genre#
CNR1中国之声,https://ngcdn001.cnr.cn/live/zgzs/index.m3u8
CNR2经济之声,https://ngcdn001.cnr.cn/live/jjzs/index.m3u8
CNR3音乐之声,https://ngcdn001.cnr.cn/live/yyzs/index.m3u8
CNR4经典音乐广播,https://ngcdn001.cnr.cn/live/dszs/index.m3u8
CNR5台海之声,https://ngcdn001.cnr.cn/live/zhzs/index.m3u8
CNR6神州之声,https://ngcdn001.cnr.cn/live/szzs/index.m3u8
CNR7大湾区之声,https://ngcdn001.cnr.cn/live/hxzs/index.m3u8
CNR8民族之声,https://ngcdn001.cnr.cn/live/mzzs/index.m3u8
CNR9文艺之声,https://ngcdn009.cnr.cn/live/wyzs/index.m3u8
CNR10老年之声,https://ngcdn001.cnr.cn/live/lnzs/index.m3u8
CNR11藏语广播,https://ngcdn001.cnr.cn/live/zygb/index.m3u8
CNR12阅读之声,https://ngcdn001.cnr.cn/live/ylgb/index.m3u8
CNR13维语广播,https://ngcdn001.cnr.cn/live/wygb/index.m3u8
CNR14⾹港之声,https://ngcdn001.cnr.cn/live/xgzs/index.m3u8
CNR15中国交通广播,https://ngcdn001.cnr.cn/live/gsgljtgb/index.m3u8
CNR16中国乡村之声,https://ngcdn001.cnr.cn/live/xczs/index.m3u8
CNR17哈萨克语广播,https://ngcdn001.cnr.cn/live/hygb/index.m3u8
CRI华语环球(CRIChineseService),https://sk.cri.cn/hyhq.m3u8
CRI环球资讯广播(CRINewsRadio),https://sk.cri.cn/905.m3u8
CRI世界华声(粤客闽潮方言广播海峡飞虹),https://sk.cri.cn/hxfh.m3u8
CRIEZFM轻松调频,https://sk.cri.cn/915.m3u8
HITFM劲曲调频,https://sk.cri.cn/887.m3u8
**********************************************************************************
CNR1中国之声,https://satellitepull.cnr.cn/live/wxzgzs/playlist.m3u8
CNR2经济之声,https://satellitepull.cnr.cn/live/wxjjzs/playlist.m3u8
CNR3音乐之声,https://satellitepull.cnr.cn/live/wxyyzs/playlist.m3u8
CNR4经典音乐广播,https://satellitepull.cnr.cn/live/wxdszs/playlist.m3u8
CNR5台海之声,https://satellitepull.cnr.cn/live/wxzhzs/playlist.m3u8
CNR6神州之声,https://satellitepull.cnr.cn/live/wxszzs/playlist.m3u8
CNR7大湾区之声,https://satellitepull.cnr.cn/live/wxhxzs/playlist.m3u8
CNR8民族之声,https://satellitepull.cnr.cn/live/wxmzzs/playlist.m3u8
CNR9文艺之声,https://ngcdn009.cnr.cn/live/wyzs/playlist.m3u8
CNR10老年之声,https://satellitepull.cnr.cn/live/wxlnzs/playlist.m3u8
CNR11藏语广播,https://satellitepull.cnr.cn/live/wxzygb/playlist.m3u8
CNR12阅读之声,https://satellitepull.cnr.cn/live/wxylgb/playlist.m3u8
CNR13维语广播,https://satellitepull.cnr.cn/live/wxwygb/playlist.m3u8
CNR14⾹港之声,https://satellitepull.cnr.cn/live/wxxgzs/playlist.m3u8
CNR15中国交通广播,https://satellitepull.cnr.cn/live/wxgsgljtgb/playlist.m3u8
CNR16中国乡村之声,https://satellitepull.cnr.cn/live/wxxczs/playlist.m3u8
CNR17哈萨克语广播,https://satellitepull.cnr.cn/live/wxhygb/playlist.m3u8

















































电影,#genre#
周星星,http://dns.yiandrive.com:13571/huya/11342412
成龙,http://dns.yiandrive.com:13571/huya/11342386
林正英,http://dns.yiandrive.com:13571/huya/11342421
李茶的姑妈,http://dns.yiandrive.com:13571/huya/880261

王晶,http://dns.yiandrive.com:13571/huya/11602058
贺岁档,http://dns.yiandrive.com:13571/huya/11601986
春节喜剧,http://dns.yiandrive.com:13571/huya/11352897
速肌,http://dns.yiandrive.com:13571/huya/11279251
刘德华,http://dns.yiandrive.com:13571/huya/11342424
丧尸来啦,http://dns.yiandrive.com:13571/huya/11342422
si神来了,http://dns.yiandrive.com:13571/huya/11352903
诺兰,http://dns.yiandrive.com:13571/huya/30080257
古天乐,http://dns.yiandrive.com:13571/huya/29982675
情人节,http://dns.yiandrive.com:13571/huya/11352915
女神系列,http://dns.yiandrive.com:13571/huya/11336571
喜剧专场,http://dns.yiandrive.com:13571/huya/11602044
Han国动作片,http://dns.yiandrive.com:13571/huya/11352884
香港贺岁片,http://dns.yiandrive.com:13571/huya/11601955
红楼梦,http://dns.yiandrive.com:13571/huya/30080221
许氏三杰,http://dns.yiandrive.com:13571/huya/11602033
玄幻剧场,http://dns.yiandrive.com:13571/huya/11342414
曾江,http://dns.yiandrive.com:13571/huya/11601981
动作电影,http://dns.yiandrive.com:13571/huya/11602077
国产悬疑,http://dns.yiandrive.com:13571/huya/11342395
尹正,http://dns.yiandrive.com:13571/huya/30080231
首尔之春,http://dns.yiandrive.com:13571/huya/30080226
港片追女仔,http://dns.yiandrive.com:13571/huya/11602043
孙红雷,http://dns.yiandrive.com:13571/huya/11352917
合家欢,http://dns.yiandrive.com:13571/huya/11352877
学不会系列,http://dns.yiandrive.com:13571/huya/11352945
误杀3,http://dns.yiandrive.com:13571/huya/880219


剧集,#genre#

曾小贤,http://dns.yiandrive.com:13571/huya/11336726
李云龙,http://dns.yiandrive.com:13571/huya/30080238
超级交通站,http://dns.yiandrive.com:13571/huya/11342433
